Time,Country,Country Code,Time Code,"Core CPI,not seas.adj,,, [CORENS]","Core CPI,seas.adj,,, [CORESA]","CPI Price, % y-o-y, median weighted, seas. adj., [CPTOTSAXMZGY]","CPI Price, % y-o-y, not seas. adj.,, [CPTOTSAXNZGY]","CPI Price, seas. adj.,,, [CPTOTSAXN]","CPI Price,not seas.adj,,, [CPTOTNSXN]","Exchange rate, new LCU per USD extended backward, period average,, [DPANUSSPB]","Exchange rate, old LCU per USD extended forward, period average,, [DPANUSSPF]","Exports Merchandise, Customs, constant US$, millions, not seas. adj. [DXGSRMRCHNSKD]","Exports Merchandise, Customs, constant US$, millions, seas. adj. [DXGSRMRCHSAKD]","Exports Merchandise, Customs, current US$, millions, not seas. adj. [DXGSRMRCHNSCD]","Exports Merchandise, Customs, current US$, millions, seas. adj. [DXGSRMRCHSACD]","Exports Merchandise, Customs, Price, US$, not seas. adj. [DXGSRMRCHNSXD]","Exports Merchandise, Customs, Price, US$, seas. adj. [DXGSRMRCHSAXD]","GDP,constant 2010 LCU,millions,seas. adj., [NYGDPMKTPSAKN]","GDP,constant 2010 US$,millions,seas. adj., [NYGDPMKTPSAKD]","GDP,current LCU,millions,seas. adj., [NYGDPMKTPSACN]","GDP,current US$,millions,seas. adj., [NYGDPMKTPSACD]","Imports Merchandise, Customs, constant US$, millions, not seas. adj. [DMGSRMRCHNSKD]","Imports Merchandise, Customs, constant US$, millions, seas. adj. [DMGSRMRCHSAKD]","Imports Merchandise, Customs, current US$, millions, not seas. adj. [DMGSRMRCHNSCD]","Imports Merchandise, Customs, current US$, millions, seas. adj. [DMGSRMRCHSACD]","Imports Merchandise, Customs, Price, US$, not seas. adj. [DMGSRMRCHNSXD]","Imports Merchandise, Customs, Price, US$, seas. adj. [DMGSRMRCHSAXD]","Industrial Production, constant US$, seas. adj.,, [IPTOTSAKD]","Industrial Production, constant US$,,, [IPTOTNSKD]","Months Import Cover of Foreign Reserves,,,, [IMPCOV]","Nominal Effecive Exchange Rate,,,, [NEER]","Official exchange rate, LCU per USD, period average,, [DPANUSLCU]","Real Effective Exchange Rate,,,, [REER]","Retail Sales Volume,Index,,, [RETSALESSA]","Stock Markets, LCU,,, [DSTKMKTXN]","Stock Markets, US$,,, [DSTKMKTXD]","Terms of Trade,,,, [TOT]","Total Reserves,,,, [TOTRESV]","Unemployment rate,Percent,,, [UNEMPSA_]",Crypto_Trends,US_market,ACWI_market,crypto_market
2017-01-01,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,10.2783579,,,
2017-01-02,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,10.2783579,,,
2017-01-03,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,10.2783579,2257.830078125,52.54499435424805,
2017-01-04,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,10.2783579,2270.75,52.99439239501953,
2017-01-05,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,10.2783579,2269.0,53.19707107543945,
2017-01-06,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,10.2783579,2276.97998046875,53.20589065551758,
2017-01-07,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,10.2783579,2276.97998046875,53.20589065551758,
2017-01-08,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,8.99356316,2276.97998046875,53.20589065551758,
2017-01-09,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,8.99356316,2268.89990234375,53.08251953125,
2017-01-10,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,8.99356316,2268.89990234375,53.08251953125,
2017-01-11,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,8.99356316,2275.320068359375,53.37330627441406,
2017-01-12,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,8.99356316,2270.43994140625,53.34687042236328,
2017-01-13,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,8.99356316,2274.639892578125,53.487857818603516,
2017-01-14,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,8.99356316,2274.639892578125,53.487857818603516,
2017-01-15,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,6.423973686,2274.639892578125,53.487857818603516,
2017-01-16,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,6.423973686,2274.639892578125,53.487857818603516,
2017-01-17,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,6.423973686,2267.889892578125,53.320430755615234,
2017-01-18,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,6.423973686,2271.889892578125,53.2323112487793,
2017-01-19,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,6.423973686,2263.68994140625,53.08251953125,
2017-01-20,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,6.423973686,2271.31005859375,53.30281448364258,
2017-01-21,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,6.423973686,2271.31005859375,53.30281448364258,
2017-01-22,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,6.423973686,2271.31005859375,53.30281448364258,
2017-01-23,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,6.423973686,2265.199951171875,53.31162643432617,
2017-01-24,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,6.423973686,2280.070068359375,53.602413177490234,
2017-01-25,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,6.423973686,2298.3701171875,54.13113021850586,
2017-01-26,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,6.423973686,2296.679931640625,54.0253791809082,
2017-01-27,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,6.423973686,2294.68994140625,53.919639587402344,
2017-01-28,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,6.423973686,2294.68994140625,53.919639587402344,
2017-01-29,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,6.423973686,2294.68994140625,53.919639587402344,
2017-01-30,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,6.423973686,2280.89990234375,53.57598114013672,
2017-01-31,United States,USA,2017M01,113.6296720373,113.52200260161,..,2.51039334826,112.01445596999,112.06902121493,1.0,1.0,116658.138157895,126597.691465565,117528.0,127456.6,1.00745650373,1.00678455132,..,..,..,..,191118.567702371,198226.03957745,185653.7,190631.765973623,0.97140587768,0.96168881939,268252105416.469,268690409690.994,0.6325192558,124.39252885937,1.0,118.62903590909,130.38468840829,190.12229216208,190.12229216208,1.03711180556,120578.262745741,4.7,6.423973686,2278.8701171875,53.6552848815918,
2017-02-01,United States,USA,2017M02,114.1113019456,113.76267376141,..,2.81036168133,112.19285661738,112.42160351106,1.0,1.0,117963.671639344,126268.455467971,119234.2,127425.6,1.01077050539,1.00916416161,..,..,..,..,173651.807579462,198315.629230914,169238.1,190717.923341692,0.97458300238,0.96168881939,267257007336.888,267401682278.796,0.62726978671,122.65593146092,1.0,116.84061475,130.4593587946,195.04999837399,195.04999837399,1.03713126836,119631.591095698,4.6,6.423973686,2279.550048828125,53.68171691894531,
2017-02-02,United States,USA,2017M02,114.1113019456,113.76267376141,..,2.81036168133,112.19285661738,112.42160351106,1.0,1.0,117963.671639344,126268.455467971,119234.2,127425.6,1.01077050539,1.00916416161,..,..,..,..,173651.807579462,198315.629230914,169238.1,190717.923341692,0.97458300238,0.96168881939,267257007336.888,267401682278.796,0.62726978671,122.65593146092,1.0,116.84061475,130.4593587946,195.04999837399,195.04999837399,1.03713126836,119631.591095698,4.6,6.423973686,2280.85009765625,53.752220153808594,
2017-02-03,United States,USA,2017M02,114.1113019456,113.76267376141,..,2.81036168133,112.19285661738,112.42160351106,1.0,1.0,117963.671639344,126268.455467971,119234.2,127425.6,1.01077050539,1.00916416161,..,..,..,..,173651.807579462,198315.629230914,169238.1,190717.923341692,0.97458300238,0.96168881939,267257007336.888,267401682278.796,0.62726978671,122.65593146092,1.0,116.84061475,130.4593587946,195.04999837399,195.04999837399,1.03713126836,119631.591095698,4.6,6.423973686,2297.419921875,54.060630798339844,
2017-02-04,United States,USA,2017M02,114.1113019456,113.76267376141,..,2.81036168133,112.19285661738,112.42160351106,1.0,1.0,117963.671639344,126268.455467971,119234.2,127425.6,1.01077050539,1.00916416161,..,..,..,..,173651.807579462,198315.629230914,169238.1,190717.923341692,0.97458300238,0.96168881939,267257007336.888,267401682278.796,0.62726978671,122.65593146092,1.0,116.84061475,130.4593587946,195.04999837399,195.04999837399,1.03713126836,119631.591095698,4.6,6.423973686,2297.419921875,54.060630798339844,
2017-02-05,United States,USA,2017M02,114.1113019456,113.76267376141,..,2.81036168133,112.19285661738,112.42160351106,1.0,1.0,117963.671639344,126268.455467971,119234.2,127425.6,1.01077050539,1.00916416161,..,..,..,..,173651.807579462,198315.629230914,169238.1,190717.923341692,0.97458300238,0.96168881939,267257007336.888,267401682278.796,0.62726978671,122.65593146092,1.0,116.84061475,130.4593587946,195.04999837399,195.04999837399,1.03713126836,119631.591095698,4.6,7.708768423,2297.419921875,54.060630798339844,
2017-02-06,United States,USA,2017M02,114.1113019456,113.76267376141,..,2.81036168133,112.19285661738,112.42160351106,1.0,1.0,117963.671639344,126268.455467971,119234.2,127425.6,1.01077050539,1.00916416161,..,..,..,..,173651.807579462,198315.629230914,169238.1,190717.923341692,0.97458300238,0.96168881939,267257007336.888,267401682278.796,0.62726978671,122.65593146092,1.0,116.84061475,130.4593587946,195.04999837399,195.04999837399,1.03713126836,119631.591095698,4.6,7.708768423,2292.56005859375,53.85795974731445,
2017-02-07,United States,USA,2017M02,114.1113019456,113.76267376141,..,2.81036168133,112.19285661738,112.42160351106,1.0,1.0,117963.671639344,126268.455467971,119234.2,127425.6,1.01077050539,1.00916416161,..,..,..,..,173651.807579462,198315.629230914,169238.1,190717.923341692,0.97458300238,0.96168881939,267257007336.888,267401682278.796,0.62726978671,122.65593146092,1.0,116.84061475,130.4593587946,195.04999837399,195.04999837399,1.03713126836,119631.591095698,4.6,7.708768423,2293.080078125,53.81389236450195,
2017-02-08,United States,USA,2017M02,114.1113019456,113.76267376141,..,2.81036168133,112.19285661738,112.42160351106,1.0,1.0,117963.671639344,126268.455467971,119234.2,127425.6,1.01077050539,1.00916416161,..,..,..,..,173651.807579462,198315.629230914,169238.1,190717.923341692,0.97458300238,0.96168881939,267257007336.888,267401682278.796,0.62726978671,122.65593146092,1.0,116.84061475,130.4593587946,195.04999837399,195.04999837399,1.03713126836,119631.591095698,4.6,7.708768423,2294.669921875,53.954891204833984,
2017-02-09,United States,USA,2017M02,114.1113019456,113.76267376141,..,2.81036168133,112.19285661738,112.42160351106,1.0,1.0,117963.671639344,126268.455467971,119234.2,127425.6,1.01077050539,1.00916416161,..,..,..,..,173651.807579462,198315.629230914,169238.1,190717.923341692,0.97458300238,0.96168881939,267257007336.888,267401682278.796,0.62726978671,122.65593146092,1.0,116.84061475,130.4593587946,195.04999837399,195.04999837399,1.03713126836,119631.591095698,4.6,7.708768423,2307.8701171875,54.17518615722656,
2017-02-10,United States,USA,2017M02,114.1113019456,113.76267376141,..,2.81036168133,112.19285661738,112.42160351106,1.0,1.0,117963.671639344,126268.455467971,119234.2,127425.6,1.01077050539,1.00916416161,..,..,..,..,173651.807579462,198315.629230914,169238.1,190717.923341692,0.97458300238,0.96168881939,267257007336.888,267401682278.796,0.62726978671,122.65593146092,1.0,116.84061475,130.4593587946,195.04999837399,195.04999837399,1.03713126836,119631.591095698,4.6,7.708768423,2316.10009765625,54.39548110961914,
2017-02-11,United States,USA,2017M02,114.1113019456,113.76267376141,..,2.81036168133,112.19285661738,112.42160351106,1.0,1.0,117963.671639344,126268.455467971,119234.2,127425.6,1.01077050539,1.00916416161,..,..,..,..,173651.807579462,198315.629230914,169238.1,190717.923341692,0.97458300238,0.96168881939,267257007336.888,267401682278.796,0.62726978671,122.65593146092,1.0,116.84061475,130.4593587946,195.04999837399,195.04999837399,1.03713126836,119631.591095698,4.6,7.708768423,2316.10009765625,54.39548110961914,
2017-02-12,United States,USA,2017M02,114.1113019456,113.76267376141,..,2.81036168133,112.19285661738,112.42160351106,1.0,1.0,117963.671639344,126268.455467971,119234.2,127425.6,1.01077050539,1.00916416161,..,..,..,..,173651.807579462,198315.629230914,169238.1,190717.923341692,0.97458300238,0.96168881939,267257007336.888,267401682278.796,0.62726978671,122.65593146092,1.0,116.84061475,130.4593587946,195.04999837399,195.04999837399,1.03713126836,119631.591095698,4.6,6.423973686,2316.10009765625,54.39548110961914,
2017-02-13,United States,USA,2017M02,114.1113019456,113.76267376141,..,2.81036168133,112.19285661738,112.42160351106,1.0,1.0,117963.671639344,126268.455467971,119234.2,127425.6,1.01077050539,1.00916416161,..,..,..,..,173651.807579462,198315.629230914,169238.1,190717.923341692,0.97458300238,0.96168881939,267257007336.888,267401682278.796,0.62726978671,122.65593146092,1.0,116.84061475,130.4593587946,195.04999837399,195.04999837399,1.03713126836,119631.591095698,4.6,6.423973686,2328.25,54.651023864746094,
2017-02-14,United States,USA,2017M02,114.1113019456,113.76267376141,..,2.81036168133,112.19285661738,112.42160351106,1.0,1.0,117963.671639344,126268.455467971,119234.2,127425.6,1.01077050539,1.00916416161,..,..,..,..,173651.807579462,198315.629230914,169238.1,190717.923341692,0.97458300238,0.96168881939,267257007336.888,267401682278.796,0.62726978671,122.65593146092,1.0,116.84061475,130.4593587946,195.04999837399,195.04999837399,1.03713126836,119631.591095698,4.6,6.423973686,2337.580078125,54.76557922363281,
2017-02-15,United States,USA,2017M02,114.1113019456,113.76267376141,..,2.81036168133,112.19285661738,112.42160351106,1.0,1.0,117963.671639344,126268.455467971,119234.2,127425.6,1.01077050539,1.00916416161,..,..,..,..,173651.807579462,198315.629230914,169238.1,190717.923341692,0.97458300238,0.96168881939,267257007336.888,267401682278.796,0.62726978671,122.65593146092,1.0,116.84061475,130.4593587946,195.04999837399,195.04999837399,1.03713126836,119631.591095698,4.6,6.423973686,2349.25,55.029930114746094,
2017-02-16,United States,USA,2017M02,114.1113019456,113.76267376141,..,2.81036168133,112.19285661738,112.42160351106,1.0,1.0,117963.671639344,126268.455467971,119234.2,127425.6,1.01077050539,1.00916416161,..,..,..,..,173651.807579462,198315.629230914,169238.1,190717.923341692,0.97458300238,0.96168881939,267257007336.888,267401682278.796,0.62726978671,122.65593146092,1.0,116.84061475,130.4593587946,195.04999837399,195.04999837399,1.03713126836,119631.591095698,4.6,6.423973686,2347.219970703125,55.03874588012695,
2017-02-17,United States,USA,2017M02,114.1113019456,113.76267376141,..,2.81036168133,112.19285661738,112.42160351106,1.0,1.0,117963.671639344,126268.455467971,119234.2,127425.6,1.01077050539,1.00916416161,..,..,..,..,173651.807579462,198315.629230914,169238.1,190717.923341692,0.97458300238,0.96168881939,267257007336.888,267401682278.796,0.62726978671,122.65593146092,1.0,116.84061475,130.4593587946,195.04999837399,195.04999837399,1.03713126836,119631.591095698,4.6,6.423973686,2351.159912109375,55.00349807739258,
2017-02-18,United States,USA,2017M02,114.1113019456,113.76267376141,..,2.81036168133,112.19285661738,112.42160351106,1.0,1.0,117963.671639344,126268.455467971,119234.2,127425.6,1.01077050539,1.00916416161,..,..,..,..,173651.807579462,198315.629230914,169238.1,190717.923341692,0.97458300238,0.96168881939,267257007336.888,267401682278.796,0.62726978671,122.65593146092,1.0,116.84061475,130.4593587946,195.04999837399,195.04999837399,1.03713126836,119631.591095698,4.6,6.423973686,2351.159912109375,55.00349807739258,
2017-02-19,United States,USA,2017M02,114.1113019456,113.76267376141,..,2.81036168133,112.19285661738,112.42160351106,1.0,1.0,117963.671639344,126268.455467971,119234.2,127425.6,1.01077050539,1.00916416161,..,..,..,..,173651.807579462,198315.629230914,169238.1,190717.923341692,0.97458300238,0.96168881939,267257007336.888,267401682278.796,0.62726978671,122.65593146092,1.0,116.84061475,130.4593587946,195.04999837399,195.04999837399,1.03713126836,119631.591095698,4.6,7.708768423,2351.159912109375,55.00349807739258,
2017-02-20,United States,USA,2017M02,114.1113019456,113.76267376141,..,2.81036168133,112.19285661738,112.42160351106,1.0,1.0,117963.671639344,126268.455467971,119234.2,127425.6,1.01077050539,1.00916416161,..,..,..,..,173651.807579462,198315.629230914,169238.1,190717.923341692,0.97458300238,0.96168881939,267257007336.888,267401682278.796,0.62726978671,122.65593146092,1.0,116.84061475,130.4593587946,195.04999837399,195.04999837399,1.03713126836,119631.591095698,4.6,7.708768423,2351.159912109375,55.00349807739258,
